qmof_id,name,analysis_bin,primary_metal,outputs.hse06.bandgap,zeo_pld,zeo_lcd,zeo_density,zeo_volume,zeo_natoms
qmof-9492dc7,EDAKIE_FSR,bandgap_6.0_to_6.5eV,K,6.486104,1.21366,2.00768,1.757116712,359.4787271,36
qmof-c213e54,HEFXIZ_FSR,bandgap_6.0_to_6.5eV,Li,6.021106,2.14797,2.46875,1.410110814,325.1362138,34
qmof-56ace0f,VOHSER_FSR,bandgap_6.0_to_6.5eV,Na,6.154754,1.09614,3.27469,1.483790247,725.7129819,84
qmof-1a54c0d,LAWNUU_FSR,bandgap_6.0_to_6.5eV,Zn,6.284527,0.64722,1.85187,2.728043315,699.3088594,70
qmof-c3c786f,QAKBUZ_FSR,bandgap_6.0_to_6.5eV,Zn,6.026458,1.18765,1.83765,1.659793979,471.3546979,46
qmof-6bdb3b0,FIYJOP_FSR,bandgap_6.0_to_6.5eV,Nd,6.1425,1.0847,2.35571,3.082619613,610.5358537,48
qmof-93c4073,LUGVUF_FSR,bandgap_6.0_to_6.5eV,Zn,6.078455,0.87007,2.7676,2.12328211,1379.650515,148
qmof-3d6f298,XOJJIQ_FSR,bandgap_6.0_to_6.5eV,Nd,6.158887,1.35198,2.29307,1.947822234,921.6281505,86
qmof-0cd5578,OQUWOO_FSR,bandgap_6.0_to_6.5eV,K,6.204047,0.87443,2.13936,1.742653582,1095.997555,108
qmof-b247070,QICTEC_FSR,bandgap_6.0_to_6.5eV,Zn,6.208565,1.02399,3.27002,2.350738706,1082.36346,104
qmof-79371d1,NAJGAH_FSR,bandgap_6.0_to_6.5eV,Nd,6.449947,1.86834,2.34922,1.869998622,851.7044702,94
qmof-4adeac5,OQEVUD_FSR,bandgap_6.0_to_6.5eV,Ca,6.183249,0.98907,2.13063,1.474181656,1289.561624,128
qmof-a81b7c9,RUDVAO_FSR,bandgap_6.0_to_6.5eV,Zn,6.090174,1.00979,1.93815,1.829092268,1153.316193,108
qmof-c124b27,BUDCIN_FSR,bandgap_6.0_to_6.5eV,K,6.05423,0.50529,1.54815,1.804146096,644.9502592,64
qmof-921bc5e,SAPKIF_FSR,bandgap_6.5_to_7.0eV,La,6.569318,0.97298,1.64442,2.807616809,1518.934465,148
qmof-2a5ad82,SIVGOV_FSR,bandgap_6.5_to_7.0eV,Zn,6.886243,3.89825,5.17115,1.128265531,681.5822307,38
qmof-b4b5423,BUBGAG_FSR,bandgap_6.5_to_7.0eV,Al,6.754743,1.11252,2.7146,1.494218165,492.189395,36
qmof-cb60298,DEDKEE_FSR,bandgap_6.5_to_7.0eV,Ca,6.562378,1.21087,1.70922,1.966798633,621.6495293,54
qmof-1339194,SOQRAS_FSR,bandgap_6.5_to_7.0eV,Zn,6.577539,0.93452,1.88535,2.249576819,633.2028506,56
qmof-d91e33b,IXIMUX_FSR,bandgap_6.5_to_7.0eV,Na,6.885574,1.24442,3.55132,1.40214783,672.9481164,62
qmof-1026675,CEDHEZ_FSR,bandgap_6.5_to_7.0eV,Sr,6.639442,1.03866,1.96405,1.959650738,577.3905824,58
qmof-9c0bd55,KUZHAQ_FSR,bandgap_6.5_to_7.0eV,Cs,6.866247,0.84094,2.16891,2.263700035,467.2547973,44
qmof-2397f35,RIFVOS_FSR,bandgap_6.5_to_7.0eV,Na,6.718143,0.85248,2.0967,1.639887921,815.0124264,96
qmof-f1c5f8a,XEFPAB_FSR,bandgap_6.5_to_7.0eV,Gd,6.826331,1.13493,1.70931,2.468816026,479.4143719,50
qmof-a1e22bf,SAQYOZ_FSR,bandgap_6.5_to_7.0eV,Zn,6.900743,0.97407,1.82324,2.410978133,552.2803348,60
qmof-edb3d86,BUQCEV_FSR,bandgap_6.5_to_7.0eV,Ca,6.633356,0.78245,2.50337,1.866443411,1107.236489,108
qmof-8929658,VIWFOW_FSR,bandgap_6.5_to_7.0eV,Na,6.501324,0.96722,2.12,1.574088377,394.8071164,44
qmof-84d07ac,VIVRIC_FSR,bandgap_6.5_to_7.0eV,K,6.858087,0.80177,2.09174,1.703450582,956.1278302,98
qmof-c931987,CALBEY_FSR,bandgap_6.5_to_7.0eV,Mg,6.56836,1.36746,2.7076,1.465431332,1117.467272,124
qmof-b759a0a,WUWYUI_FSR,bandgap_6.5_to_7.0eV,Ca,6.89352,0.87912,1.62363,2.089406017,505.6560457,50
qmof-e4d85d4,REZWIE_FSR,bandgap_6.5_to_7.0eV,Ca,6.687449,0.95273,1.79587,1.68998164,489.5332176,44
qmof-92fd333,GIHWOJ01_FSR,bandgap_6.5_to_7.0eV,Ca,6.805863,0.84104,1.82556,1.671436023,397.8714479,43
qmof-e2ec095,DULSIN01_FSR,bandgap_6.5_to_7.0eV,Na,6.508795,0.54962,1.54431,1.882803044,335.2892642,38
qmof-a49c0de,LAYZOC_FSR,bandgap_6.5_to_7.0eV,Ca,6.629077,1.09254,1.64347,1.758617512,763.6256089,72
qmof-980b76e,POYRUR_FSR,bandgap_6.5_to_7.0eV,Zn,6.578255,0.91208,1.92183,2.206901026,823.2547518,92
qmof-d81ebae,RIWGEJ_FSR,bandgap_6.5_to_7.0eV,Ca,6.637562,1.11602,1.7847,1.856418091,529.8582937,58
qmof-c461512,FAFHIG_FSR,bandgap_6.5_to_7.0eV,Dy,6.554676,1.43674,2.64357,2.198443565,1376.818895,136
qmof-31e37cb,HEDNOT_FSR,bandgap_6.5_to_7.0eV,Zn,6.581268,1.02317,1.99357,1.958825046,574.7283483,56
qmof-4f0b980,KOBBUY_FSR,bandgap_6.5_to_7.0eV,Ca,6.623832,0.84203,1.55114,1.76829384,488.7910071,56
qmof-ea2f7b2,IGIZIJ_FSR,bandgap_6.5_to_7.0eV,Ba,6.796914,1.00022,3.37892,2.77105404,1227.274548,108
qmof-cf8f441,ATUPIQ_FSR,bandgap_6.5_to_7.0eV,La,6.671018,1.37455,2.18918,1.977468269,717.2912808,62
qmof-3f041c4,SIKROU_FSR,bandgap_6.5_to_7.0eV,Mg,6.754043,1.28672,2.69037,1.694953225,891.4296364,88
qmof-2de5ad7,MESBAN_FSR,bandgap_6.5_to_7.0eV,Ga,6.544842,0.98644,1.98833,2.75654888,504.1366558,46
qmof-49dc93d,LICSUM_FSR,bandgap_6.5_to_7.0eV,Mg,6.568951,0.74532,1.63796,1.845405862,627.6873161,68
qmof-e428070,WAZMUH_FSR,bandgap_6.5_to_7.0eV,Ho,6.920148,0.83762,1.38708,3.354056375,669.2917894,68
qmof-e9836d3,XUYTES_FSR,bandgap_6.5_to_7.0eV,Zn,6.640342,1.77358,3.21404,1.809097058,747.1243676,72
qmof-9dca13d,DORFOG_FSR,bandgap_6.5_to_7.0eV,Mg,6.616302,1.94161,2.62522,1.59768883,799.9042955,80
qmof-16812b6,LOQVIW01_FSR,bandgap_6.5_to_7.0eV,Zn,6.961652,1.02978,1.61685,2.283920354,777.8007753,80
qmof-bb23f24,REKXOW01_FSR,bandgap_6.5_to_7.0eV,Zn,6.87632,1.38661,1.85536,1.930857216,360.3994342,38
qmof-73a2a48,SUNDIP_FSR,bandgap_6.5_to_7.0eV,Zn,6.702388,0.77879,1.56189,1.94114459,806.0725549,92
qmof-f8e2658,POPQOC_FSR,bandgap_6.5_to_7.0eV,Na,6.851012,0.81384,1.4095,1.469615984,886.6485662,104
qmof-99811c4,HEFXAR_FSR,bandgap_6.5_to_7.0eV,Li,6.649815,1.1427,1.51075,1.506553616,357.1146711,40
qmof-96c10f1,QOTDUZ_FSR,bandgap_6.5_to_7.0eV,Ca,6.708767,0.85574,1.57794,1.941070059,780.7113389,84
qmof-1009736,QOQMIT01_FSR,bandgap_6.5_to_7.0eV,Zn,6.76203,1.36744,2.44384,1.783949596,438.5503332,46
qmof-ac2095e,UCOCAR_FSR,bandgap_6.5_to_7.0eV,Sr,6.6945,0.59537,1.39078,2.515668961,572.1257052,58
qmof-2416924,OMESIK01_FSR,bandgap_6.5_to_7.0eV,Li,6.941692,0.99072,1.44055,1.232834926,582.2215184,68
qmof-70e9f69,CUMBAO_FSR,bandgap_6.5_to_7.0eV,Zn,6.551791,0.66477,1.64492,2.161378565,714.5793173,84
qmof-137f122,TELDAP_FSR,bandgap_6.5_to_7.0eV,K,6.863913,0.57209,1.16364,1.829751881,523.3411162,52
qmof-bdde873,ECOLOZ_FSR,bandgap_6.5_to_7.0eV,Zn,6.705981,1.39144,2.11292,1.92222065,758.5969336,72
qmof-449b3ee,AGALUR_FSR,bandgap_6.5_to_7.0eV,Mg,6.586474,1.08629,2.03422,1.751629885,1086.30453,128
qmof-5954ccc,QUHMEN_FSR,bandgap_6.5_to_7.0eV,Gd,6.520363,0.57479,1.51392,3.857318046,544.7347158,52
qmof-37e4d9d,OFOJOL_FSR,bandgap_6.5_to_7.0eV,Li,6.608293,1.34153,1.82318,1.42889332,223.1517414,24
qmof-503c861,EXURAR_FSR,bandgap_6.5_to_7.0eV,La,6.852722,0.77013,1.88698,2.939531689,372.8816505,38
qmof-17246e7,ODOJAT_FSR,bandgap_6.5_to_7.0eV,Na,6.519961,0.68489,1.62811,2.50347098,730.6955206,68
qmof-855c443,KOMMII_FSR,bandgap_7.0_to_7.5eV,Zn,7.112228,1.21028,1.77112,1.312381377,890.2964071,102
qmof-c6a024f,LAPJAO_FSR,bandgap_7.0_to_7.5eV,Li,7.455523,0.83534,2.2277,1.509491694,994.0332746,108
qmof-185e359,SIWFOT_FSR,bandgap_7.0_to_7.5eV,Li,7.275723,0.69554,1.40303,1.632535109,661.4107608,68
qmof-d16a680,PIRSUG_FSR,bandgap_7.0_to_7.5eV,Cs,7.068132,0.96973,1.81369,2.257247983,1025.53493,104
qmof-da50262,KMTSUL01_FSR,bandgap_7.0_to_7.5eV,K,7.358938,0.08799,0.99845,2.390683531,1079.440262,80
qmof-4df7a58,XAYYUR02_FSR,bandgap_7.0_to_7.5eV,Zn,7.145137,0.88722,1.71896,2.501267772,465.8785581,48
qmof-b96fb0a,NECCIK_FSR,bandgap_7.0_to_7.5eV,K,7.077342,0.93637,2.36453,1.856933511,1596.290986,148
qmof-63babd7,AMOROK_FSR,bandgap_7.0_to_7.5eV,Sm,7.174092,1.2025,2.21074,2.625005884,970.4276397,96
qmof-78ccc0f,DORREI_FSR,bandgap_7.0_to_7.5eV,Na,7.489444,1.33591,2.21114,1.697875908,538.3144218,57
qmof-679e2ca,ODOSEI_FSR,bandgap_7.0_to_7.5eV,Na,7.339115,1.17189,1.43861,1.862073998,506.9111996,60
qmof-ae0f40c,QABGEF_FSR,bandgap_7.0_to_7.5eV,Li,7.456522,0.88339,1.9869,1.113214266,1143.952958,136
qmof-50671ea,NILCAP_FSR,bandgap_7.0_to_7.5eV,Tb,7.177797,0.39645,1.10508,5.436019799,288.2919799,28
qmof-8173fb9,OYERAM_FSR,bandgap_7.0_to_7.5eV,Zn,7.057902,0.62013,1.22512,2.242370404,464.5881145,54
qmof-649c1c3,SEZVUO_FSR,bandgap_7.0_to_7.5eV,Ca,7.27806,0.97095,1.58455,1.479393842,831.4462685,98
qmof-7e90e52,NOKFEY_FSR,bandgap_7.0_to_7.5eV,Mg,7.070485,0.79542,1.63571,1.747210604,807.6005546,100
qmof-ad9b461,LICDOX01_FSR,bandgap_7.0_to_7.5eV,Li,7.096798,0.83017,1.79947,1.409370832,615.0230501,64
qmof-2edacf2,OSAXOW01_FSR,bandgap_7.0_to_7.5eV,Li,7.178576,1.03275,1.90224,1.285102661,486.0438824,56
qmof-22501f6,RUBGAX_FSR,bandgap_7.0_to_7.5eV,Sr,7.148903,0.78187,1.95287,2.691376671,830.5447534,74
qmof-abb7a68,XAGDUE_FSR,bandgap_7.0_to_7.5eV,Mg,7.184349,1.14425,1.95674,1.50878148,529.3615234,62
qmof-aa0cfe7,POPSAQ_FSR,bandgap_7.0_to_7.5eV,Li,7.118645,0.8199,1.23588,1.467712054,421.0099591,52
qmof-25c39ef,JISSEK_FSR,bandgap_7.0_to_7.5eV,Sm,7.494702,1.13828,1.81213,3.133459331,753.4946338,72
qmof-03f76d4,AMORUQ_FSR,bandgap_7.0_to_7.5eV,Pr,7.130829,1.24955,2.27494,2.485976502,999.4439914,96
qmof-9074759,HOCMIV_FSR,bandgap_7.0_to_7.5eV,Li,7.029644,0.90922,2.17093,1.309600877,1161.460787,120
qmof-cc6fd4d,QUTQAY_FSR,bandgap_7.0_to_7.5eV,Zn,7.165426,1.35256,2.01436,2.036393351,1020.231815,120
qmof-83d54f4,NAACET05_FSR,bandgap_7.0_to_7.5eV,Na,7.062304,0.80772,1.47508,1.516911447,595.8569067,68
qmof-cf00f6e,MUNJEK_FSR,bandgap_7.0_to_7.5eV,Zn,7.263293,0.85784,1.6756,2.191564483,455.3425026,50
qmof-7b525e0,GUTYAW_FSR,bandgap_8.0_to_8.5eV,Sr,8.08925,0.75696,1.27081,2.698950788,339.3733194,30
