qmof_id,name,analysis_bin,val_fold,primary_metal,linker_scaffold
qmof-66b26b0,MULQOA_FSR,bandgap_4.5_to_5.0eV,3,Zn,C1=CN=C[N]1
qmof-12532fe,HUJGUP_FSR,bandgap_4.5_to_5.0eV,5,Sn,O=c1cccc[nH]1
qmof-ea015c6,YAWZUS_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-94de1ca,YAMQUZ_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1ccccc1
qmof-24a8d59,MPPCDC_FSR,bandgap_4.5_to_5.0eV,4,Cd,
qmof-8e57ccd,LAFSER_FSR,bandgap_4.5_to_5.0eV,1,Zn,
qmof-c6174ca,LAGPAM_FSR,bandgap_4.5_to_5.0eV,3,Y,c1ccccc1
qmof-7bab797,CONWOS_FSR,bandgap_4.5_to_5.0eV,2,K,c1ccccc1
qmof-922a70e,ETAKIU_FSR,bandgap_4.5_to_5.0eV,5,Zn,[CH]1N=C[N]N1CCCCCCN1[CH]N=C[N]1.c1ccccc1
qmof-aef345f,AMOZOS_FSR,bandgap_4.5_to_5.0eV,1,Tb,c1ccncc1
qmof-477ac56,ESODOG_FSR,bandgap_4.5_to_5.0eV,3,Cd,
qmof-3480edd,ESODUM_FSR,bandgap_4.5_to_5.0eV,3,Cd,
qmof-b94a663,GAPQEW_FSR,bandgap_4.5_to_5.0eV,1,Cd,O=C(CCCCCCC(=O)Nc1cccnc1)Nc1cccnc1.c1ccccc1
qmof-9ccd37c,REHLEW_FSR,bandgap_4.5_to_5.0eV,5,Ba,c1ccncc1
qmof-4c0d455,QQQGMA02_FSR,bandgap_4.5_to_5.0eV,2,Na,c1ccccc1.c1ccccc1
qmof-4de2601,QUFNIP_FSR,bandgap_4.5_to_5.0eV,5,Pb,
qmof-9057165,QUFNOV_FSR,bandgap_4.5_to_5.0eV,4,Pb,
qmof-05fbacb,MUFHUR_FSR,bandgap_4.5_to_5.0eV,2,Nd,
qmof-43b4e29,ETEQIE_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccc2c(c1)ncn2CCCCCCn1cnc2ccccc21
qmof-c2f9dad,YAHMAW_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-449f551,HUPZID_FSR,bandgap_4.5_to_5.0eV,2,Ag,[CH]1N=C[N]N1Cc1ccc(CN2[CH]N=C[N]2)cc1.[CH]1N=C[N]N1Cc1ccc(Cn2cncn2)cc1
qmof-815b847,HUFNAZ_FSR,bandgap_4.5_to_5.0eV,3,Sr,c1ccccc1
qmof-012ca8a,GADCUM_FSR,bandgap_4.5_to_5.0eV,5,La,c1ccccc1
qmof-0358909,GADDEX_FSR,bandgap_4.5_to_5.0eV,1,La,c1ccccc1
qmof-bf0b336,QQQBKV10_FSR,bandgap_4.5_to_5.0eV,3,Tl,
qmof-914580c,QQQBNA11_FSR,bandgap_4.5_to_5.0eV,3,Ba,
qmof-73820e5,QQQFUV03_FSR,bandgap_4.5_to_5.0eV,1,Mn,
qmof-2d00fd3,RELVOU_FSR,bandgap_4.5_to_5.0eV,3,Cd,
qmof-5deed79,MOYKUH_FSR,bandgap_4.5_to_5.0eV,3,Nd,c1ccncc1
qmof-a032a19,MOYLAO_FSR,bandgap_4.5_to_5.0eV,4,Sm,c1ccncc1
qmof-97ba46c,ERINIC12_FSR,bandgap_4.5_to_5.0eV,3,Er,c1ccncc1
qmof-a704d35,ERUCUR_FSR,bandgap_4.5_to_5.0eV,4,Cd,O=C(CCCCCCC(=O)Nc1cccnc1)Nc1cccnc1.c1ccccc1
qmof-28dc38b,NELMEZ_FSR,bandgap_4.5_to_5.0eV,2,Zn,C1=NN=C[N]1.c1ccccc1
qmof-4b8c2e3,NEQQAC_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccccc1
qmof-b8d60be,HIQLAW_FSR,bandgap_4.5_to_5.0eV,5,K,c1ccccc1
qmof-75d666e,YABYEG_FSR,bandgap_4.5_to_5.0eV,3,Zn,c1ccncc1
qmof-3c9f875,XUNHAQ_FSR,bandgap_4.5_to_5.0eV,4,Li,c1ccncc1
qmof-c0337e5,XUNJUM_FSR,bandgap_4.5_to_5.0eV,1,Mn,C1C2CC3CC1CC(C2)C3
qmof-16097f7,ESUVAP_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21
qmof-79864df,ETAKAM_FSR,bandgap_4.5_to_5.0eV,4,Cd,[CH]1N=C[N]N1CCCCCCN1[CH]N=C[N]1.c1ccccc1
qmof-e3accad,QOXFOY_FSR,bandgap_4.5_to_5.0eV,3,Zn,c1ccccc1
qmof-438b1da,LAMCOS_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1cncnc1
qmof-9b2e1cd,LAMPOG_FSR,bandgap_4.5_to_5.0eV,4,Cd,O=S(=O)(c1ccccc1)c1ccccc1
qmof-71bc372,REXKEK_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-0488f20,REQJEF_FSR,bandgap_4.5_to_5.0eV,1,Tb,
qmof-73e8273,REQSEO_FSR,bandgap_4.5_to_5.0eV,1,Pr,
qmof-161f011,REQSIS_FSR,bandgap_4.5_to_5.0eV,3,Sm,
qmof-aba6612,RERQIP_FSR,bandgap_4.5_to_5.0eV,3,Organic_Only,
qmof-d9f5423,XUNTEH_FSR,bandgap_4.5_to_5.0eV,5,Li,c1ccncc1
qmof-9c173b5,XUNTIL_FSR,bandgap_4.5_to_5.0eV,1,Li,c1ccncc1
qmof-fb4e736,MOYSUO_FSR,bandgap_4.5_to_5.0eV,3,Mg,
qmof-4877fcf,XUBHIM_FSR,bandgap_4.5_to_5.0eV,3,Co,C1COCCO1
qmof-0fe92ef,XUQQOP_FSR,bandgap_4.5_to_5.0eV,5,K,
qmof-315acfe,XURGAS_FSR,bandgap_4.5_to_5.0eV,3,Co,C1CNCCN1
qmof-67c55da,XUWQUC_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccccc1
qmof-dd2c6cc,XUCGUY_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccccc1.c1nncn1CCn1cnnc1
qmof-e14a066,LANCIO01_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1cn(CCn2ccnc2)cn1
qmof-d7035ae,LALGUC_FSR,bandgap_4.5_to_5.0eV,1,Sm,c1ccncc1
qmof-cb55880,RESWUI01_FSR,bandgap_4.5_to_5.0eV,1,Er,c1ccccc1
qmof-8190505,REVFII01_FSR,bandgap_4.5_to_5.0eV,3,Cd,
qmof-92ce4a1,ERIHET_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccccc1.c1cncc(CN2CCN(Cc3cccnc3)CC2)c1
qmof-60dc14e,ERINIC11_FSR,bandgap_4.5_to_5.0eV,1,Er,c1ccncc1
qmof-326f778,NEPWIQ_FSR,bandgap_4.5_to_5.0eV,3,Er,
qmof-dcd8104,HILPIB_FSR,bandgap_4.5_to_5.0eV,3,K,
qmof-9fc2616,HINTAB_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccccc1
qmof-08e91e8,HUSGEI_FSR,bandgap_4.5_to_5.0eV,5,Ag,C1=NN=C[N]1
qmof-ea9c8c9,HIQKUP_FSR,bandgap_4.5_to_5.0eV,2,K,c1ccccc1
qmof-5a4677e,APEREU_FSR,bandgap_4.5_to_5.0eV,1,Ag,C1CCC1
qmof-bb1d955,XOZGIE_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1.c1cn(CCCn2ccnc2)cn1
qmof-eadf796,XOZZUI_FSR,bandgap_4.5_to_5.0eV,4,Hg,
qmof-136d9fe,EREHUG_FSR,bandgap_4.5_to_5.0eV,3,Ag,c1cnn(CCCCCCn2nccn2)n1
qmof-b7f7543,QUBJAZ_FSR,bandgap_4.5_to_5.0eV,4,K,c1ccccc1
qmof-d7de157,RIGMEB_FSR,bandgap_4.5_to_5.0eV,4,Cd,
qmof-dab305c,COCKAJ_FSR,bandgap_4.5_to_5.0eV,1,Hg,[c]1ccncc1
qmof-a7e6a8e,CODFEH_FSR,bandgap_4.5_to_5.0eV,4,Mn,
qmof-86f0092,REXZOJ_FSR,bandgap_4.5_to_5.0eV,4,Cd,
qmof-b9862f3,QQQAEA01_FSR,bandgap_4.5_to_5.0eV,4,Ca,c1ccncc1
qmof-d03bfbb,NEWDAW_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1ncn(CCCn2cncn2)n1
qmof-c7baecd,NEWPUB02_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-2fa6555,EQERUP_FSR,bandgap_4.5_to_5.0eV,1,Zn,C1CCC1.c1cc(CCc2ccncc2)ccn1
qmof-b88d90e,EQIMEX_FSR,bandgap_4.5_to_5.0eV,1,Tb,C1CCCCC1
qmof-fd9d828,EQOCIW_FSR,bandgap_4.5_to_5.0eV,5,Co,C1=CN=C[N]1.[CH]1C=NC=N1
qmof-7616fb2,HUZJUI01_FSR,bandgap_4.5_to_5.0eV,5,In,
qmof-844ba33,APIROH_FSR,bandgap_4.5_to_5.0eV,1,In,
qmof-fbdd307,APORUS_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-e8e4dc5,XOMHIR_FSR,bandgap_4.5_to_5.0eV,1,Na,
qmof-49f7b74,QOTHUC_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-903f756,QOVBUA_FSR,bandgap_4.5_to_5.0eV,2,Ag,
qmof-1abf3bc,FUXBUX_FSR,bandgap_4.5_to_5.0eV,1,Cs,O=C(CC1C(=O)[CH]C(=O)N1c1ccccc1)Nc1ccccc1
qmof-7710534,LAMSOJ_FSR,bandgap_4.5_to_5.0eV,2,Nd,
qmof-1c7a916,DACMOK_FSR,bandgap_4.5_to_5.0eV,1,Ba,
qmof-9c78145,DACMUQ_FSR,bandgap_4.5_to_5.0eV,4,Ba,
qmof-68af577,QOHKII_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1.c1cn(CCCCCCn2ccnc2)cn1
qmof-2b508d4,KIWQAI_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-0307198,KIWSAL_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1nncn1-n1cnnc1
qmof-6815760,CLIMZC_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-4109c26,XORDAJ_FSR,bandgap_4.5_to_5.0eV,1,Sr,
qmof-56a38e5,XUBLUC01_FSR,bandgap_4.5_to_5.0eV,4,Ni,c1ccc([C]2[O][Ni][O]2)cc1.c1ccccc1
qmof-229e397,FAFVIR_FSR,bandgap_4.5_to_5.0eV,3,Nd,
qmof-6cf1bb5,FAFXUG_FSR,bandgap_4.5_to_5.0eV,2,Ba,O=S1(=O)[N]S(=O)(=O)c2ccccc21
qmof-8470cd1,MONPIQ_FSR,bandgap_4.5_to_5.0eV,2,Li,
qmof-24e658e,IBIXEZ_FSR,bandgap_4.5_to_5.0eV,3,Cd,c1cc(C2C(c3ccncc3)C3C2C2C(c4ccncc4)C(c4ccncc4)C32)ccn1.c1ccccc1
qmof-c14a8e9,IBIXID_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1cc(C2C(c3ccncc3)C3C2C2C(c4ccncc4)C(c4ccncc4)C32)ccn1.c1ccccc1
qmof-d7908a1,XOHNEO_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccc(-c2ccccc2)cc1
qmof-e14e58a,GAYGOE_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-ea9dec3,GAYHUL_FSR,bandgap_4.5_to_5.0eV,4,Ag,C1=NN=N[N]1
qmof-d44d9b1,GAZSOR_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1c[nH]cn1
qmof-fe36d0e,GEBCEX_FSR,bandgap_4.5_to_5.0eV,5,K,
qmof-7b78274,GEBRIQ_FSR,bandgap_4.5_to_5.0eV,2,Pr,c1ccncc1
qmof-d7d1a09,GECXUH01_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccccc1
qmof-98ee946,GECYES_FSR,bandgap_4.5_to_5.0eV,4,Ca,
qmof-798dedc,XOJLEO_FSR,bandgap_4.5_to_5.0eV,3,Pr,c1ccccc1.c1ccccc1
qmof-41255fd,XOJXOK01_FSR,bandgap_4.5_to_5.0eV,5,La,c1ccncc1
qmof-d533d86,XOJXUQ_FSR,bandgap_4.5_to_5.0eV,4,Sm,c1ccncc1
qmof-c49cdda,XOJYIF_FSR,bandgap_4.5_to_5.0eV,5,Tb,c1ccncc1
qmof-6fd4328,HIHJAK_FSR,bandgap_4.5_to_5.0eV,4,Pb,
qmof-2cdefaf,XOCXIX_FSR,bandgap_4.5_to_5.0eV,1,Tb,
qmof-c8b355e,AQOJUL01_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccncc1
qmof-de1f55e,MONPOW_FSR,bandgap_4.5_to_5.0eV,5,Li,
qmof-175655f,MOPNAI_FSR,bandgap_4.5_to_5.0eV,4,Co,c1ccccc1
qmof-771b75b,GEDLAE_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-4a59b22,CIXDOF_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-788d319,CIXROR_FSR,bandgap_4.5_to_5.0eV,5,La,c1ccccc1
qmof-23ef146,CIXRUX_FSR,bandgap_4.5_to_5.0eV,3,Nd,c1ccccc1
qmof-e093ead,CIXSAE_FSR,bandgap_4.5_to_5.0eV,4,Gd,c1ccccc1
qmof-e2b01e4,MOPNOW_FSR,bandgap_4.5_to_5.0eV,3,Zn,c1ccc(-n2ccnn2)cc1
qmof-01a27aa,MOSHAF_FSR,bandgap_4.5_to_5.0eV,1,Rb,c1ccccc1
qmof-27c07bc,NEWZUM_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-4ebaa8e,FAJBUO_FSR,bandgap_4.5_to_5.0eV,5,K,
qmof-e486b84,FAJCAV_FSR,bandgap_4.5_to_5.0eV,1,Rb,
qmof-8b9694c,ICEMAF_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1cc(CCCc2ccncc2)ccn1.c1ccccc1
qmof-5c00a1d,ICIZOJ_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1ccncc1
qmof-68a8f48,AQOWUZ_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1
qmof-16a358a,RIPGUT_FSR,bandgap_4.5_to_5.0eV,3,Tb,
qmof-d73a94e,FUWROE_FSR,bandgap_4.5_to_5.0eV,3,Ag,
qmof-9f3570c,COBTOF_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-730d513,LASMOJ_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccc(-n2cnnc2)cc1
qmof-d5accd9,QOCRUW_FSR,bandgap_4.5_to_5.0eV,4,La,c1ccccc1
qmof-41c61b0,QOGJIF_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1
qmof-0a7a6ac,RIVREU_FSR,bandgap_4.5_to_5.0eV,5,Pb,C1CCCCC1
qmof-d52b137,RIVTAS_FSR,bandgap_4.5_to_5.0eV,4,Tb,c1ccncc1
qmof-2517368,GEDLEI_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccc(-n2cnnc2-c2cccnc2)cc1
qmof-d73dedf,GEDLOS_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccc(-n2cnnc2)cc1
qmof-c6f9b69,GEFDIE_FSR,bandgap_4.5_to_5.0eV,5,Ag,
qmof-c1bf88b,KIMZIS_FSR,bandgap_4.5_to_5.0eV,3,Ag,
qmof-c5e27ca,QOHGIE_FSR,bandgap_4.5_to_5.0eV,5,Co,
qmof-f1b8dbe,QOBNOM_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1ccc(C2C(c3ccncc3)C(c3ccccc3)C2c2ccncc2)cc1
qmof-36aebf6,LASMUP_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccc(-n2cnnc2)cc1
qmof-4233c23,LAQJUI_FSR,bandgap_4.5_to_5.0eV,5,Ag,C1=NN=N[N]1
qmof-a335887,LARFAO_FSR,bandgap_4.5_to_5.0eV,3,Zn,c1ccc(Oc2ccccc2)cc1
qmof-a37c7c3,KIVJIJ_FSR,bandgap_4.5_to_5.0eV,4,Ba,c1ccc(Cc2ccccc2)cc1
qmof-88aef81,GEDKUX_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccc(-n2cnnc2)cc1
qmof-b7c4e4f,XIZJAS_FSR,bandgap_4.5_to_5.0eV,5,Zn,
qmof-7d8c9d8,MOHJOJ_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1cncnc1
qmof-efa5caa,MOHMUT_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1cncnc1
qmof-ad015e6,ENUCUM_FSR,bandgap_4.5_to_5.0eV,1,Zn,
qmof-57f07d6,RODPAC_FSR,bandgap_4.5_to_5.0eV,5,Ag,c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
qmof-dd74e9c,FUMQAF_FSR,bandgap_4.5_to_5.0eV,2,Ni,
qmof-c0af75c,FUQDUS_FSR,bandgap_4.5_to_5.0eV,4,Zn,S=C1CCC(c2cccnc2)N1
qmof-aabccf4,KINDOC_FSR,bandgap_4.5_to_5.0eV,2,Tm,c1ccccc1
qmof-73863ec,CITTOR_FSR,bandgap_4.5_to_5.0eV,1,Sn,c1ccccc1
qmof-2bda94a,XOJYUR_FSR,bandgap_4.5_to_5.0eV,1,Nd,c1ccncc1
qmof-1d3530d,XISBIN_FSR,bandgap_4.5_to_5.0eV,3,Li,c1cc[nH]c1
qmof-cb28ce2,IDATOY01_FSR,bandgap_4.5_to_5.0eV,5,Yb,c1c[nH]cn1
qmof-26d7235,ICAZIX_FSR,bandgap_4.5_to_5.0eV,2,Au,
qmof-864bdcb,EPOJAV_FSR,bandgap_4.5_to_5.0eV,1,Sn,c1ccncc1
qmof-df880b8,EPOQOR_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-da71b94,LASMID_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccc(-n2cnnc2)cc1
qmof-63f263f,QITLEM_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-66e741b,KIHVOP_FSR,bandgap_4.5_to_5.0eV,1,Zn,
qmof-13f1903,KIJZIN_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1cc(CCCc2ccncc2)ccn1.c1ccccc1
qmof-e7e8cdd,ROCZAL_FSR,bandgap_4.5_to_5.0eV,3,Zn,c1cn(CCOCCn2ccnc2)cn1
qmof-f96785a,ROCZEP_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1.c1cn(CCOCCn2ccnc2)cn1
qmof-c566277,ENUDEX_FSR,bandgap_4.5_to_5.0eV,3,Zn,
qmof-7c2f557,ENULUV_FSR,bandgap_4.5_to_5.0eV,1,La,c1ccncc1
qmof-b3dcc3e,IDABAT05_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1cc(CCc2ccncc2)ccn1
qmof-4788445,IDANUY_FSR,bandgap_4.5_to_5.0eV,1,Sr,c1ccccc1
qmof-7101119,XIHDEY_FSR,bandgap_4.5_to_5.0eV,2,Ag,c1ccccc1
qmof-96a0495,NIRCEX_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1cn(CCCCn2ccnc2)cn1
qmof-371ef81,NILSUZ_FSR,bandgap_4.5_to_5.0eV,1,Dy,
qmof-34419d7,EPUREO_FSR,bandgap_4.5_to_5.0eV,5,Tb,c1ccccc1
qmof-6b43508,NIBRUN_FSR,bandgap_4.5_to_5.0eV,2,Zn,[CH]1C=NC(c2cccnc2)=N1
qmof-bb33e4d,NICCIN_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1ccncc1
qmof-537f6ec,AROTOQ_FSR,bandgap_4.5_to_5.0eV,4,Na,c1ccccc1
qmof-10a8bec,CISJEU_FSR,bandgap_4.5_to_5.0eV,3,K,c1ccccc1
qmof-271822f,FALMUC_FSR,bandgap_4.5_to_5.0eV,4,Zn,S=C1[N]N=NN1
qmof-0bb2748,FAMDAA_FSR,bandgap_4.5_to_5.0eV,4,Cd,[CH]1Nc2ccccc2N1
qmof-ed950f0,FAMHEI_FSR,bandgap_4.5_to_5.0eV,2,Co,C1CSCN1
qmof-521b995,MOFDUI_FSR,bandgap_4.5_to_5.0eV,3,La,c1ccccc1
qmof-f6ae064,MOFFEU_FSR,bandgap_4.5_to_5.0eV,3,Pr,c1ccccc1
qmof-879ddfb,MOFFIY_FSR,bandgap_4.5_to_5.0eV,4,Nd,c1ccccc1
qmof-59c79f4,ENEDOR01_FSR,bandgap_4.5_to_5.0eV,3,Pr,c1c[nH]cn1
qmof-a80386d,ENEDUX_FSR,bandgap_4.5_to_5.0eV,1,Tb,c1c[nH]cn1
qmof-8a11989,ENEFEJ_FSR,bandgap_4.5_to_5.0eV,5,Nd,c1c[nH]cn1
qmof-39f26c0,ENEFIN_FSR,bandgap_4.5_to_5.0eV,4,Pr,c1c[nH]cn1
qmof-516e1ae,ENEZON_FSR,bandgap_4.5_to_5.0eV,5,Cd,C(CC1=NN=N[N]1)OCCC1=NN=N[N]1
qmof-c0cbada,GELCUY_FSR,bandgap_4.5_to_5.0eV,4,Cd,
qmof-a62568c,DALVAQ_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccccc1
qmof-77ebf11,DAPJUB_FSR,bandgap_4.5_to_5.0eV,5,Ag,
qmof-53e7297,DAPKEM_FSR,bandgap_4.5_to_5.0eV,1,Ag,
qmof-e6b8f12,LAVFOF_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccc2[nH]cnc2c1
qmof-e4993a6,NIMVOW_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1ccncc1
qmof-31ee9e5,NIMVUC_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccncc1
qmof-90e2627,NIMWAJ_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1ccncc1
qmof-412f4b0,NIMWIR_FSR,bandgap_4.5_to_5.0eV,5,Cd,c1ccncc1
qmof-2adaa41,NIMWOX_FSR,bandgap_4.5_to_5.0eV,3,Cd,c1ccncc1
qmof-ccf9031,XEVBOQ_FSR,bandgap_4.5_to_5.0eV,1,Ag,C1CSCSC1
qmof-d2bab30,XEVMIU_FSR,bandgap_4.5_to_5.0eV,5,Sr,
qmof-59f3590,XEVMOA_FSR,bandgap_4.5_to_5.0eV,3,Ba,
qmof-8781484,XEVMUG_FSR,bandgap_4.5_to_5.0eV,1,Ba,
qmof-23ab2a1,NINFUN_FSR,bandgap_4.5_to_5.0eV,4,K,c1ccccc1.c1ccccc1
qmof-319da91,QIJYEP_FSR,bandgap_4.5_to_5.0eV,5,Cd,
qmof-8aba1fc,CIQMEW_FSR,bandgap_4.5_to_5.0eV,1,Tb,
qmof-0c8a25d,CIQMIA_FSR,bandgap_4.5_to_5.0eV,4,Er,
qmof-e560b2b,CIQQOK_FSR,bandgap_4.5_to_5.0eV,3,Gd,
qmof-d3e26d5,CIQRAX_FSR,bandgap_4.5_to_5.0eV,2,Dy,
qmof-41fd55c,LAWLAW_FSR,bandgap_4.5_to_5.0eV,2,K,c1ccccc1.c1ccccc1
qmof-08ea2da,LAWMED_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccc(-c2ccccn2)nc1
qmof-525deda,QINGOM_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1ccccc1.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-a14235b,RUCRUE_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1ccccc1
qmof-c11cf90,RUCSAL_FSR,bandgap_4.5_to_5.0eV,1,Zn,c1ccccc1
qmof-7e570fb,RUDGIH_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-405b604,ROMTET_FSR,bandgap_4.5_to_5.0eV,4,K,
qmof-6ab88e0,ROMWEX_FSR,bandgap_4.5_to_5.0eV,1,Zn,[CH]1N=C[N]N1Cc1cccc(Cn2cncn2)c1.c1ccccc1
qmof-6f39277,RORDEJ_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-8eff006,GELJEN_FSR,bandgap_4.5_to_5.0eV,4,Zn,
qmof-b78043f,ROSGAJ_FSR,bandgap_4.5_to_5.0eV,3,Ag,C1=NN=N[N]1
qmof-3b6a809,ROSKIV_FSR,bandgap_4.5_to_5.0eV,2,Zn,c1ccc(C2=NN=N[N]2)cc1
qmof-5ee3f65,ROJQEM01_FSR,bandgap_4.5_to_5.0eV,1,Mn,
qmof-21e64da,ROJRAK_FSR,bandgap_4.5_to_5.0eV,2,Cd,
qmof-9d4eb95,ROLQEP_FSR,bandgap_4.5_to_5.0eV,3,Ca,c1ccncc1
qmof-04e9906,LATYEM_FSR,bandgap_4.5_to_5.0eV,1,Cd,
qmof-99a6abd,LAZVIT_FSR,bandgap_4.5_to_5.0eV,2,Tb,c1c[nH]cn1
qmof-e9a4825,DARYEB_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1ccncc1.c1ccncc1
qmof-f324f38,QIFMIB_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1ccncc1
qmof-05d6b33,ROZWEJ_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1cncc(CN2CCN(Cc3cccnc3)CC2)c1
qmof-95fee54,RUBDOI_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1ccc(Cn2ccnc2)cc1
qmof-6da99f5,FUFNAW_FSR,bandgap_4.5_to_5.0eV,1,Pr,
qmof-adecf31,FUFNEA_FSR,bandgap_4.5_to_5.0eV,5,Nd,
qmof-470d254,FUFNIE_FSR,bandgap_4.5_to_5.0eV,3,Sm,
qmof-66283ef,NIRDEY_FSR,bandgap_4.5_to_5.0eV,1,Ni,c1cn(CCCCn2ccnc2)cn1
qmof-84de781,NIWTOD01_FSR,bandgap_4.5_to_5.0eV,5,Ga,
qmof-3b51d4f,NIYPIW_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1ccccc1.c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-c45b2d5,NIZFEJ_FSR,bandgap_4.5_to_5.0eV,2,Na,O=[PH]1OCC2Oc3nccnc3CC2O1
qmof-f4ccf24,ATEMAP_FSR,bandgap_4.5_to_5.0eV,5,Zn,c1ccccc1
qmof-3f72143,ATEMET_FSR,bandgap_4.5_to_5.0eV,4,Zn,c1ccccc1
qmof-209bf3c,XEMLEI_FSR,bandgap_4.5_to_5.0eV,2,Nd,c1ccncc1
qmof-2e17133,XICDEU_FSR,bandgap_4.5_to_5.0eV,2,Cd,c1ccc(Cn2cncn2)c(Cn2cncn2)c1
qmof-8b6c81e,AVAWAW_FSR,bandgap_4.5_to_5.0eV,1,Cd,c1ccccc1.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-f4c64c4,HEXMII_FSR,bandgap_4.5_to_5.0eV,4,Mg,
qmof-173a8d7,HEYDEV_FSR,bandgap_4.5_to_5.0eV,1,Hg,O=C(NCc1ccncc1)NCc1ccncc1
qmof-b03edbf,HEYDUL_FSR,bandgap_4.5_to_5.0eV,1,Cd,O=C(NCc1ccncc1)NCc1ccncc1
qmof-56e8657,CIQCUD_FSR,bandgap_4.5_to_5.0eV,1,Cd,O=C1C=COS[N]1
qmof-bb81f22,CIQDAK_FSR,bandgap_4.5_to_5.0eV,1,Pb,
qmof-e92984e,RUPYIL_FSR,bandgap_4.5_to_5.0eV,4,Cd,c1ccncc1
qmof-b84e7ef,MOGTUZ_FSR,bandgap_4.5_to_5.0eV,4,Cd,[CH]1N=C[N]N1CCCCN1[CH]N=C[N]1.c1ccccc1
