qmof_id,name,analysis_bin,info.pld,info.lcd,info.density,info.volume,info.natoms,info.symmetry.spacegroup_number,info.mofid.topology,info.synthesized,primary_metal,metal_signature,n_metal_types,linker_scaffold
qmof-3503fd0,SOTMUK02_FSR,bandgap_5.0_to_5.5eV,1.40598,2.14512,2.318611489,876.5107948,84,45,,True,Ag,[Ag],1,
qmof-7a9c4b8,LARFIW_FSR,bandgap_5.0_to_5.5eV,1.04143,2.36342,1.508953385,794.0089606,90,2,,True,Zn,[Zn][Zn],1,[CH]1[N]CCN1CCCCCCN1[CH][N]CC1
qmof-77a1d56,SUDNIQ_FSR,bandgap_5.0_to_5.5eV,0.73474,1.52298,3.994001297,804.7422049,74,15,kgd,True,Pb,[Pb],1,
qmof-efc1075,HEBKEG_FSR,bandgap_5.0_to_5.5eV,3.87778,5.11624,1.575729446,1446.094116,108,19,,True,Cd,unknown,0,
qmof-a99aeba,WAZCAB_FSR,bandgap_5.0_to_5.5eV,1.80141,3.47781,1.642719751,984.7501962,64,66,pts,True,Cd,[Cd],1,
qmof-1646be5,CIXKEZ02_FSR,bandgap_5.0_to_5.5eV,0.93687,3.18562,1.980587811,1507.654936,144,19,,True,Ni,unknown,0,
qmof-e68f2b2,NIFORM01_FSR,bandgap_5.0_to_5.5eV,0.75133,1.61812,2.231093398,550.0429019,60,14,,True,Ni,[Ni]|[OH2][Ni]([OH2])([OH2])[OH2],2,
qmof-235d3c3,NEXRAM_FSR,bandgap_5.0_to_5.5eV,1.17076,2.04123,1.701888546,699.0581151,72,15,sql,True,Ca,[OH2][Ca]([OH2])[OH2],1,c1ccccc1
qmof-2b4c687,ICOMIW_FSR,bandgap_5.0_to_5.5eV,0.78562,1.89005,1.852944853,987.0109246,84,14,,True,K,O|[K],2,O=S1(=O)[N]S(=O)(=O)c2ccccc21
qmof-6ff64b6,AQOWIN_FSR,bandgap_5.0_to_5.5eV,0.9269,2.17482,1.759618803,845.2067118,86,2,sql,True,Zn,[Zn],1,c1ccccc1
qmof-b97fe67,DADLOL_FSR,bandgap_5.0_to_5.5eV,0.98551,2.05556,1.808954392,1127.352662,120,29,,True,Zn,[Zn],1,
qmof-c30b37f,DADMEB01_FSR,bandgap_5.0_to_5.5eV,0.81727,1.62416,2.116113027,488.9360913,54,15,,True,Zn,[Zn],1,
qmof-1150e7f,DAFNEG_FSR,bandgap_5.0_to_5.5eV,0.93215,1.41254,3.331106393,320.3530286,32,2,,True,Gd,[OH2][Gd],1,
qmof-0470d6b,DAFNIK_FSR,bandgap_5.0_to_5.5eV,1.28142,1.92529,3.459910235,291.1346829,26,2,,True,Gd,[Gd],1,
qmof-fbc4c36,RIFTOQ_FSR,bandgap_5.0_to_5.5eV,1.38818,2.26125,2.037022125,677.7394497,68,4,,True,Cd,[OH2][Cd],1,c1ccccc1
qmof-e3dcc4d,OFERUN03_FSR,bandgap_5.0_to_5.5eV,3.37562,11.45345,0.917677932,2471.063148,138,217,sod,True,Zn,[Zn],1,C1=CN=C[N]1.[CH]1C=NC=N1
qmof-017128d,OFERUN04_FSR,bandgap_5.0_to_5.5eV,3.41576,11.44315,0.913433658,2482.544957,138,217,sod,True,Zn,[Zn],1,C1=CN=C[N]1.[CH]1C=NC=N1
qmof-6d2f6ac,POMSIV_FSR,bandgap_5.0_to_5.5eV,1.14596,2.51718,1.521761114,1262.720401,120,19,rna,True,Ca,[Ca],1,O=C1CCCN1.c1ccccc1
qmof-708e4d8,LIHSEB_FSR,bandgap_5.0_to_5.5eV,2.44964,3.01277,2.389008743,1545.563802,96,62,,True,Cd,[Cd]|[Cd]I,2,
qmof-ea6c0f9,ROGSUC_FSR,bandgap_5.0_to_5.5eV,0.71587,1.42545,1.848508996,640.0997031,68,14,cpf,True,Na,O|[Na],2,C1CSCCS1
qmof-db19c6b,NIRCAT_FSR,bandgap_5.0_to_5.5eV,0.99098,1.99441,1.661197456,1027.479093,98,2,sql,True,Cd,[Cd],1,c1cn(CCCCn2ccnc2)cn1
qmof-3b6652e,ASALIP_FSR,bandgap_5.0_to_5.5eV,1.15278,1.88642,1.896366926,1024.792746,104,19,,True,Zn,[Zn],1,c1ccncc1
qmof-86ab3d5,AROBAK_FSR,bandgap_5.0_to_5.5eV,0.91466,1.72459,1.905842634,714.0602265,70,14,,True,Zn,unknown,0,
qmof-455307c,SOQVIF_FSR,bandgap_5.0_to_5.5eV,0.73245,2.05268,3.07917946,722.1340409,68,14,,True,Gd,[OH2][Gd]([OH2])[OH2],1,
qmof-90232dc,PODTUY_FSR,bandgap_5.0_to_5.5eV,0.80973,1.57071,2.16800792,1067.723148,104,14,,True,Cd,Cl[Cd]Cl,1,
qmof-7050bc7,PODZOY_FSR,bandgap_5.0_to_5.5eV,0.71413,1.83904,2.188021189,833.3678546,88,14,,True,Zn,[OH2][Zn]([OH2])[OH2],1,c1nc[nH]n1
qmof-a6675c1,MIBQAP_FSR,bandgap_5.0_to_5.5eV,1.00606,2.00876,1.278013132,1243.498768,136,14,,True,Li,[Li],1,
qmof-391a076,IDAZEU_FSR,bandgap_5.0_to_5.5eV,1.04163,1.43769,2.706205017,564.8073305,52,88,,True,K,[OH2][K]([OH2])([OH2])[OH2]|[Yb],2,
qmof-e94ef3c,MOLLIK_FSR,bandgap_5.0_to_5.5eV,0.94996,2.42399,1.591107729,817.6182045,78,15,,True,Zn,[Zn],1,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-7c66e3b,QOGXIU_FSR,bandgap_5.0_to_5.5eV,1.04479,1.92026,1.640361938,721.7664689,73,2,,True,Cd,[Cd],1,c1ccc(Cn2ccnc2)c(Cn2ccnc2)c1
qmof-028a878,RISNUD_FSR,bandgap_5.0_to_5.5eV,1.49597,2.08042,1.798160856,1280.357089,124,60,,True,Cd,[Cd],1,
qmof-b586c9e,GEHQIU_FSR,bandgap_5.0_to_5.5eV,1.1332,2.11491,1.623000367,1205.81739,122,15,,True,Zn,[Zn],1,c1cc(CCCc2ccncc2)ccn1
qmof-7473900,QOHJON_FSR,bandgap_5.0_to_5.5eV,1.53735,2.61346,1.537911451,802.7324901,82,15,,True,Zn,[Zn],1,c1cn(CCCCCCn2ccnc2)cn1
qmof-6dd93a8,YITVOO_FSR,bandgap_5.0_to_5.5eV,1.18403,2.17086,1.814679499,865.2774364,84,15,cds,True,Cd,[Cd],1,c1ccsc1.c1cn(CCCCn2ccnc2)cn1
qmof-bfa2fbe,YIXBAK_FSR,bandgap_5.0_to_5.5eV,1.26608,2.78799,1.909505573,983.6575475,86,15,,True,Zn,I[Zn]I,1,
qmof-4cff130,YIQMOA_FSR,bandgap_5.0_to_5.5eV,0.74009,1.9149,1.799876384,956.6664962,84,33,pts,True,Na,[OH2][Na],1,O=S1(=O)[N]S(=O)(=O)c2ccccc21
qmof-6519b1b,LEPPED_FSR,bandgap_5.0_to_5.5eV,0.93786,2.27176,2.191075516,561.6897431,54,12,,True,Rb,unknown,0,
qmof-102b244,SAJSAY_FSR,bandgap_5.0_to_5.5eV,0.75989,2.39142,1.872936992,979.1062292,108,14,crb,True,Mn,[Mn],1,
qmof-6178f49,DAYTAB_FSR,bandgap_5.0_to_5.5eV,0.78736,1.37941,2.047621775,563.6571312,54,14,,True,Cd,unknown,0,
qmof-bd1c996,XAPJIJ_FSR,bandgap_5.0_to_5.5eV,0.63736,1.2074,3.456002389,504.1661076,40,15,,True,Ba,[Ba],1,
qmof-390b161,UKOYID_FSR,bandgap_5.0_to_5.5eV,1.77411,2.39775,3.125220175,1041.105366,84,14,,True,Cd,[Br]|[Cd]|[OH],3,C1=NN=N[N]1
qmof-4084077,UJIDIA_FSR,bandgap_5.0_to_5.5eV,0.99716,1.93545,1.371224231,955.1373993,100,14,,True,Li,[Li],1,
qmof-fd4212d,JARFEO_FSR,bandgap_5.0_to_5.5eV,1.045,2.23297,1.672763597,743.7303375,70,4,,True,Zn,Cl[Zn]Cl,1,
qmof-509fede,PAHTOI_FSR,bandgap_5.0_to_5.5eV,0.63498,1.40577,3.580636588,533.9012938,52,14,,True,Zn,[OH2][Zn]|[Zn],2,
qmof-e8f3744,UCUJOS_FSR,bandgap_5.0_to_5.5eV,1.22154,3.35688,1.658087065,886.4805768,74,2,,True,Zn,Cl[Zn]Cl,1,[CH]1N=C[N]N1CC(Cn1cnnc1)c1ccccc1
qmof-361e7d5,BORNAY_FSR,bandgap_5.0_to_5.5eV,0.7615,1.99121,1.689594776,460.015009,50,2,,True,Li,unknown,0,
qmof-70589ac,DOQHOH_FSR,bandgap_5.0_to_5.5eV,1.03654,2.59288,2.807972889,909.3205449,88,14,,True,Sm,unknown,0,
qmof-3b5b6a1,MAJDEI_FSR,bandgap_5.0_to_5.5eV,0.98959,2.31668,2.089866467,726.5162142,66,2,,True,Ag,[Ag],1,
qmof-5fe665d,MAKXON_FSR,bandgap_5.0_to_5.5eV,1.05419,1.5958,2.188593902,533.3480608,46,14,,True,Cd,unknown,0,
qmof-0234a03,HIZJIK_FSR,bandgap_5.0_to_5.5eV,0.94592,1.59056,1.989597064,841.5238661,72,4,,True,Na,[OH2][Na][OH2][Na],1,c1ccccc1
qmof-006948c,BOVGOK_FSR,bandgap_5.0_to_5.5eV,1.07495,2.50797,1.70610349,1465.29475,144,60,,True,Ni,[Ni]|[Zn],2,
qmof-8b5797b,LUWYEI_FSR,bandgap_5.0_to_5.5eV,2.36065,3.6706,1.91408644,667.1671317,46,2,,True,Cd,[OH2][Cd][OH2],1,c1ccccc1
qmof-118a864,JEBJUY_FSR,bandgap_5.0_to_5.5eV,0.64832,1.45954,1.89362453,442.1378413,44,14,,True,Na,[OH2][Na],1,O=C1[N]N=NN1
qmof-a1cd150,JEBLIM_FSR,bandgap_5.0_to_5.5eV,0.83185,2.03387,1.651542351,680.0149125,68,2,bey,True,Na,[Na],1,c1ccccc1.c1ccccc1
qmof-1dad226,UGASAX_FSR,bandgap_5.0_to_5.5eV,0.9257,2.48886,1.860922623,772.2551928,74,14,sql,True,Cd,[Cd],1,c1ccc(CC2=NN=N[N]2)nc1
qmof-41e78d0,UGELAT_FSR,bandgap_5.0_to_5.5eV,0.75094,2.17684,2.523378689,629.0496242,68,20,,True,Ag,[Ag],1,
qmof-020dd5c,EXOSEQ_FSR,bandgap_5.0_to_5.5eV,1.74779,2.8623,1.725389935,819.7035315,76,2,,True,Sr,[OH2][Sr]([OH2])[OH2],1,c1nnn[nH]1
qmof-a13f65c,EYABEN_FSR,bandgap_5.0_to_5.5eV,1.06178,2.2147,1.683977018,1315.033148,120,14,,True,Sn,[Sn],1,c1ccccc1
qmof-6660b5e,QUVDOC_FSR,bandgap_5.0_to_5.5eV,1.05128,1.9838,1.595775274,799.1848825,79,2,,True,Zn,[Zn],1,c1cc(Cn2ccnc2)cc(Cn2ccnc2)c1
qmof-0190167,KUYQEB_FSR,bandgap_5.0_to_5.5eV,0.95689,1.78127,1.728793947,826.417722,80,14,,True,Na,O|[Na],2,
qmof-48ff125,JEBKEJ_FSR,bandgap_5.0_to_5.5eV,0.42004,1.1034,1.950469812,422.7587273,32,14,,True,K,[K],1,O=C1[N]N=NN1
qmof-28949da,KUQYIF_FSR,bandgap_5.5_to_6.0eV,1.0928,2.46138,1.881411728,1082.393149,116,2,hbt,True,Na,[OH2][Na]|[OH2][Na][OH2],2,[CH]1NC=CN1.[CH]1NC=CN1.[CH]1NC=CN1
qmof-1b305ca,CUMJEB_FSR,bandgap_5.5_to_6.0eV,4.22579,4.96598,1.983960793,1464.151338,114,148,,True,Cd,unknown,0,
qmof-3076706,UFOCID_FSR,bandgap_5.5_to_6.0eV,1.16669,4.0153,2.104531071,542.8817547,53,155,hcb,True,Y,[OH2][Y]([OH2])[OH2],1,
qmof-ee19259,UGAFIR01_FSR,bandgap_5.5_to_6.0eV,1.20892,2.08991,1.953990682,385.4704371,40,4,,True,Ni,[OH2][Ni][OH2],1,
qmof-8c434be,UFOGAZ_FSR,bandgap_5.5_to_6.0eV,1.17784,4.02938,2.557645179,542.2657743,53,155,hcb,True,Dy,[OH2][Dy]([OH2])[OH2],1,
qmof-617f5a1,GUJTUB_FSR,bandgap_5.5_to_6.0eV,1.24864,2.03127,2.349473687,963.4027041,92,33,,True,Hg,[Hg],1,
qmof-f057986,AFAVUA_FSR,bandgap_5.5_to_6.0eV,0.75078,1.73286,2.366999694,784.3985164,84,29,,True,Cd,[OH2][Cd][OH2],1,
qmof-40cbe6f,UFOCUP_FSR,bandgap_5.5_to_6.0eV,1.1717,4.02876,2.520651524,545.5144188,53,155,hcb,True,Tb,[OH2][Tb]([OH2])[OH2],1,
qmof-3151dac,UFODAW_FSR,bandgap_5.5_to_6.0eV,1.17512,4.04481,2.417118412,557.111951,53,155,hcb,True,Sm,[OH2][Sm]([OH2])[OH2],1,
qmof-508f964,UFODUQ_FSR,bandgap_5.5_to_6.0eV,1.17436,4.01335,2.698940411,529.2178065,53,155,hcb,True,Lu,[OH2][Lu]([OH2])[OH2],1,
qmof-aebe28e,UFOFEC_FSR,bandgap_5.5_to_6.0eV,1.16589,4.02657,2.585407153,539.5648125,53,155,hcb,True,Ho,[OH2][Ho]([OH2])[OH2],1,
qmof-f78bdeb,UFOFIG_FSR,bandgap_5.5_to_6.0eV,1.15525,3.99907,2.496692809,548.5207382,53,155,hcb,True,Gd,[OH2][Gd]([OH2])[OH2],1,
qmof-e0ec160,IFUGEX_FSR,bandgap_5.5_to_6.0eV,1.08235,1.663,1.521543226,681.550221,70,2,"ERROR,UNKNOWN",True,Ca,[Ca],1,
qmof-d51ae11,XAFYEK_FSR,bandgap_5.5_to_6.0eV,1.08949,3.13122,2.11868553,823.2354481,80,2,,True,Ho,[OH2][Ho],1,O=C1CNC(=O)CN1
qmof-ac6419f,POJQEL_FSR,bandgap_5.5_to_6.0eV,1.099,2.26357,1.729884889,799.5104979,84,14,,True,Ca,[Ca],1,C1=CCCCC1
qmof-5c17b15,DERJIT_FSR,bandgap_5.5_to_6.0eV,1.09889,2.10781,1.575127673,1352.174909,136,14,hcb,True,Na,[Na],1,C1=CCOC(C2OCC=CCO2)OC1
qmof-ee3611d,SOHZEW_FSR,bandgap_5.5_to_6.0eV,0.84569,2.02622,1.861842458,939.6265241,92,14,,True,Cu,unknown,0,
qmof-00a191a,QITYOI_FSR,bandgap_5.5_to_6.0eV,0.80759,2.61602,1.849812359,838.8448169,88,2,,True,Pr,[OH2][Pr],1,
qmof-d126681,QIVMOX_FSR,bandgap_5.5_to_6.0eV,0.84837,1.8073,2.165193931,703.9406575,64,15,,True,Zn,[Zn],1,
qmof-8a7ef33,FUJRIM_FSR,bandgap_5.5_to_6.0eV,0.96125,2.42403,1.84727907,1404.727729,140,19,sql,True,Cd,[Cd],1,c1c[nH]cn1
qmof-f2d2091,SUMYOQ_FSR,bandgap_5.5_to_6.0eV,0.59985,1.22594,3.47694209,416.7479938,44,2,,True,Pb,unknown,0,
qmof-b8e36f9,KAHMIR_FSR,bandgap_5.5_to_6.0eV,1.42267,2.56081,1.792058221,1042.453354,125,79,,True,Organic_Only,[Th],1,C1C2CC3CC1CC(C2)C3
qmof-05dd4c4,FAYXEJ02_FSR,bandgap_5.5_to_6.0eV,1.71406,2.39744,1.963660872,353.1034811,34,9,,True,Ni,[OH2][Ni],1,
qmof-e05ace4,XIFXUG_FSR,bandgap_5.5_to_6.0eV,0.89528,1.55895,2.006190716,285.3537438,30,15,,True,Mg,unknown,0,
qmof-5afef8e,XIGFEY_FSR,bandgap_5.5_to_6.0eV,0.8189,1.51544,3.141210155,470.3041651,44,14,ins,True,Zn,[Zn],1,
qmof-7a1656c,PONSEQ_FSR,bandgap_5.5_to_6.0eV,1.14355,1.81694,2.069202043,1250.221004,120,14,,True,La,unknown,0,
qmof-b8d8d2d,ICAMOR_FSR,bandgap_5.5_to_6.0eV,1.26288,2.2822,1.731541815,1030.476256,92,14,hcb,True,Zn,[Zn],1,C1=NN=N[N]1
qmof-db2d084,NIJZIQ_FSR,bandgap_5.5_to_6.0eV,1.1561,2.3202,1.676370179,1134.840431,102,14,,True,Cd,[Cd],1,c1ncn(CCn2cncn2)n1
qmof-6a1242b,DAGGUP_FSR,bandgap_5.5_to_6.0eV,1.03513,1.73777,1.714547972,774.1753658,84,2,,True,Ba,[Ba],1,C1CCOC1
qmof-8492159,MEYFEB_FSR,bandgap_5.5_to_6.0eV,1.78083,2.31685,2.326148957,800.9856688,80,14,,True,Cd,[OH2][Cd][OH2],1,
qmof-126e41c,EHETER01_FSR,bandgap_5.5_to_6.0eV,1.01881,1.82882,1.610287544,790.8961162,87,154,qtz,True,Zn,[Zn],1,C1=CN=C[N]1
qmof-a6d1765,EHETER_FSR,bandgap_5.5_to_6.0eV,1.1809,1.88671,1.602608323,794.6858544,87,172,qtz,True,Zn,[Zn],1,C1=CN=C[N]1.[CH]1C=NC=N1
qmof-dda6765,XISROJ_FSR,bandgap_5.5_to_6.0eV,1.31759,1.9791,2.250480397,870.781049,92,14,,True,Y,[OH2][Y],1,
qmof-9865ee9,DAFKIH_FSR,bandgap_5.5_to_6.0eV,1.06049,2.22285,2.885826453,390.515574,38,2,,True,Gd,[OH2][Gd][OH2],1,
qmof-8236b17,EQUGUS_FSR,bandgap_5.5_to_6.0eV,1.07702,2.12896,2.173498593,1323.778048,118,14,,True,Cd,unknown,0,
qmof-8792b44,DIDQEM_FSR,bandgap_5.5_to_6.0eV,1.31769,1.9918,1.905494358,859.4206692,68,2,,True,Cd,[Cd],1,
qmof-4eb7b7a,CDCACD01_FSR,bandgap_5.5_to_6.0eV,0.85423,1.48657,2.722762382,652.3126679,52,14,,True,Cd,Cl[Cd]Cl,1,
qmof-cb52709,BEBGEV01_FSR,bandgap_5.5_to_6.0eV,0.89614,2.06869,1.641115847,1140.959572,118,14,sql,True,Cd,Cl[Cd]Cl,1,c1cn(CCCCn2ccnc2)cn1
qmof-0bdc70c,PIJWAG_FSR,bandgap_5.5_to_6.0eV,1.58895,2.15346,2.017487585,1273.639178,118,14,,True,Cd,[Cd],1,C1N2CN3CN1CN(C2)C3
qmof-e4c44a2,GISKUQ_FSR,bandgap_5.5_to_6.0eV,1.19044,1.72335,1.693921578,615.3812926,52,14,,True,Li,unknown,0,
qmof-9cb7ecc,GITDIZ_FSR,bandgap_5.5_to_6.0eV,1.58092,2.06578,2.493351088,978.7044559,100,14,,True,Gd,[OH2][Gd][OH2],1,
qmof-1b1031a,FAMZIE_FSR,bandgap_5.5_to_6.0eV,1.33056,2.05792,1.985126894,769.0668232,78,5,,True,Sn,[Sn],1,
qmof-f43bf7e,ICUDOC_FSR,bandgap_5.5_to_6.0eV,0.84657,2.09698,1.551430211,346.6855489,32,2,,True,Li,[Li][OH2][Li][OH2],1,
qmof-1ca400c,LARXIN_FSR,bandgap_5.5_to_6.0eV,0.68646,1.45104,3.815362918,316.2467285,28,12,,True,Pb,[Pb],1,
qmof-629f821,GOBZAZ_FSR,bandgap_5.5_to_6.0eV,0.85176,1.90697,2.617693162,1023.674889,104,15,,True,Nd,[OH2][Nd],1,
qmof-9ca48a0,AQOFUI_FSR,bandgap_5.5_to_6.0eV,1.21191,2.86031,2.155309432,513.8200506,40,2,,True,Cd,Cl[Cd]Cl,1,[CH]1N=C[N]N1CN1[CH]N=C[N]1.[CH]1N=C[N]N1Cn1cncn1
qmof-a3dadbc,DIGTOE_FSR,bandgap_5.5_to_6.0eV,0.91512,1.43162,1.822981551,554.3095451,62,14,cds,True,Ca,[OH2][Ca][OH2],1,O=C1CNC(=O)CN1
qmof-7670773,IPABIL01_FSR,bandgap_5.5_to_6.0eV,0.94914,1.92725,1.624901131,588.9093329,50,2,,True,Na,unknown,0,
qmof-a8c7cd8,OFITIH_FSR,bandgap_5.5_to_6.0eV,1.29791,1.99374,2.758355357,879.0586521,92,14,,True,Tb,[OH2][Tb],1,
qmof-5ec17b1,OFITON01_FSR,bandgap_5.5_to_6.0eV,1.31988,2.40703,2.620046074,940.6865458,92,19,,True,Ho,[OH2][Ho],1,
qmof-a78d31b,IBOSUN_FSR,bandgap_5.5_to_6.0eV,1.26383,1.69535,2.233891481,682.2829728,64,14,,True,Zn,[Zn],1,
qmof-5dd6ad5,OFITON_FSR,bandgap_5.5_to_6.0eV,1.27466,1.94821,2.853361833,863.7678062,92,14,,True,Ho,[OH2][Ho],1,
qmof-d7c9623,TADJEO_FSR,bandgap_5.5_to_6.0eV,1.57645,2.9429,1.442759122,784.7467758,73,2,,True,Sr,unknown,0,
qmof-bd5da4b,EGIBON_FSR,bandgap_5.5_to_6.0eV,1.01852,2.09116,2.36531515,1118.741326,115,2,,True,Cd,Cl[Cd]|[OH2][Cd]([OH2])([OH2])[OH2],2,O=C1CN2CCN3CC(=O)[O][Sm]4([O]1)([O]C(=O)C3)[O]C(=O)CN(CC2)CC(=O)[O]4
qmof-c8c5913,TAHFUF_FSR,bandgap_5.5_to_6.0eV,0.84361,2.69025,2.583605631,723.5307983,68,14,,True,Ba,[Ba],1,
qmof-4e55d23,TAPVAK_FSR,bandgap_5.5_to_6.0eV,0.83071,1.62525,1.64045676,633.0569745,78,2,,True,Zn,[Zn],1,C1CNCCN1
qmof-8908571,DIFTUJ01_FSR,bandgap_5.5_to_6.0eV,0.5512,1.6325,1.88306499,573.2262715,52,62,,True,Na,O|[Na],2,
qmof-01324e2,TAKRIJ_FSR,bandgap_5.5_to_6.0eV,1.15578,2.01155,1.802663277,655.2794004,78,4,,True,Zn,[Zn],1,
qmof-5522e9e,WAFPUP_FSR,bandgap_5.5_to_6.0eV,0.8415,1.68573,1.894163377,871.3584843,92,62,,True,Zn,Cl[Zn]Cl,1,C1CN2CCN1CC2
qmof-d07845e,LIMKIC_FSR,bandgap_5.5_to_6.0eV,1.11979,2.03405,2.342634749,668.4507256,56,14,,True,Sr,[Sr],1,
qmof-08b8104,XILPUE_FSR,bandgap_5.5_to_6.0eV,1.28041,2.07986,1.861305257,493.2712602,42,7,,True,Zn,Cl[Zn]Cl,1,[CH]1NC=CN1
qmof-a5f7f52,XILXIB_FSR,bandgap_5.5_to_6.0eV,0.84624,2.28596,2.542243292,543.8792467,50,2,,True,Sr,[OH2][Sr]|[Sr],2,
qmof-54a157d,PIGPUQ01_FSR,bandgap_5.5_to_6.0eV,0.82242,1.62193,1.735981866,413.3634939,48,1,,True,Li,[Li][OH2],1,
qmof-0bc2115,REVFOO_FSR,bandgap_5.5_to_6.0eV,1.01931,1.67273,2.357003824,807.1933107,76,15,,True,Cd,Cl[Cd](Cl)(Cl)Cl|[Cd],2,
qmof-8da777e,MERFAT_FSR,bandgap_5.5_to_6.0eV,1.28478,1.9738,2.363483814,881.1712623,88,19,,True,Cd,[OH2][Cd],1,[CH]1N=C[N]N1.c1nc[nH]n1
qmof-4fa1780,FIVJEA_FSR,bandgap_5.5_to_6.0eV,1.04543,1.79896,1.296520773,1075.720518,92,62,,True,Na,unknown,0,
qmof-de13d28,TARGUQ_FSR,bandgap_5.5_to_6.0eV,1.13585,2.23602,2.365588175,877.6038324,92,14,,True,Cd,[OH2][Cd],1,C1=CC2CCC1O2
qmof-4918b41,TAHVIJ_FSR,bandgap_5.5_to_6.0eV,1.16799,2.0162,1.687830146,943.9815155,90,15,,True,Zn,[Zn],1,c1ncn(Cn2cncn2)n1
qmof-81999f9,TAKREF_FSR,bandgap_5.5_to_6.0eV,1.16926,1.83475,2.007068911,666.3176428,78,4,,True,Cd,[Cd],1,
qmof-01fd9b9,OHEMET_FSR,bandgap_5.5_to_6.0eV,0.96592,1.8807,2.14788911,1021.963219,96,14,fes,True,Ag,[Ag],1,
qmof-f17aef1,OHIVUW_FSR,bandgap_5.5_to_6.0eV,0.82951,1.46018,1.661217832,920.2282827,104,14,,True,Na,O|[Na],2,O=C1CNC(=O)CN1
qmof-57ee22e,ROKZIC01_FSR,bandgap_5.5_to_6.0eV,1.21559,1.97057,2.246086322,605.4118189,66,2,,True,Pb,unknown,0,
qmof-6ef2062,ROKZOI01_FSR,bandgap_5.5_to_6.0eV,1.30068,1.99562,2.069819399,701.9810241,78,2,,True,Pb,unknown,0,
qmof-b9c5c8c,ASEMUG01_FSR,bandgap_5.5_to_6.0eV,0.73107,1.73114,2.60826599,878.6607575,92,19,,True,La,[OH2][La],1,
qmof-347261d,QIMNEH_FSR,bandgap_5.5_to_6.0eV,1.93365,2.8779,1.63922169,1102.94552,94,15,sql,True,Cd,[Cd],1,
qmof-911fbe9,QIXWAX_FSR,bandgap_5.5_to_6.0eV,1.21677,1.85307,2.090033644,390.8302599,34,4,,True,Zn,[OH2][Zn]Cl,1,c1nnn[nH]1
qmof-4625e3c,KAPNUM_FSR,bandgap_5.5_to_6.0eV,1.79947,3.7458,2.415895045,1870.575478,132,62,,True,Cd,Cl[Cd]|[Cd],2,
qmof-c2a6c60,OCESUL01_FSR,bandgap_5.5_to_6.0eV,0.57426,1.58851,3.031619165,418.3423807,40,15,fes,True,Ag,[Ag],1,C1=NN=N[N]1
qmof-9aa4a8f,IMATIZ_FSR,bandgap_5.5_to_6.0eV,1.0033,1.66047,2.542557996,764.35999,64,15,,True,Ag,unknown,0,
qmof-4d4c102,EKEGEG_FSR,bandgap_5.5_to_6.0eV,1.03393,2.39407,1.59500362,1094.866067,102,14,,True,Zn,[Zn],1,c1ncn(CCn2cncn2)n1
qmof-15fda22,EKEHUZ_FSR,bandgap_5.5_to_6.0eV,4.27403,4.61509,1.69418747,1184.842937,96,154,,True,Zn,[Zn],1,C1CN2CCN1CC2
qmof-64496fb,FATHAM_FSR,bandgap_5.5_to_6.0eV,0.64756,1.98263,1.850423297,1016.557694,88,20,,True,K,[K],1,C1CO1
qmof-bfddfcd,FATRUP_FSR,bandgap_5.5_to_6.0eV,1.22178,1.70695,2.356011179,872.3577758,72,14,,True,Cd,Cl[Cd]Cl,1,[CH]1NC=CN1
qmof-e0c423e,WIVFOX_FSR,bandgap_5.5_to_6.0eV,0.95346,2.38568,1.704469993,847.0680387,78,2,,True,Cd,[Cd],1,c1cn(CCCCn2ccnc2)cn1
qmof-4432ff1,CEKLOU_FSR,bandgap_5.5_to_6.0eV,1.92444,2.284,1.806144015,1110.684299,100,14,,True,Zn,[OH2][Zn]Cl,1,[CH]1NC=CN1
qmof-cbde705,SIVGIN05_FSR,bandgap_5.5_to_6.0eV,1.07136,2.03548,2.521616621,1014.404881,88,4,,True,Cd,unknown,0,
qmof-857f34a,LIGZIN_FSR,bandgap_5.5_to_6.0eV,1.1421,2.56845,2.286279119,1079.485496,112,14,,True,Cd,[Cd],1,
qmof-9ba61f0,LIHFUF_FSR,bandgap_5.5_to_6.0eV,0.90198,1.54551,1.698215542,645.8884411,62,14,,True,Ca,[OH2][Ca][OH2],1,c1nnn[nH]1
qmof-4c838aa,LODDOZ_FSR,bandgap_5.5_to_6.0eV,1.15417,2.05232,2.042735265,766.4072541,70,85,sql,True,Cd,Br[Cd],1,
qmof-b605e3f,OGEHIT_FSR,bandgap_5.5_to_6.0eV,2.72156,3.68219,1.543037936,1358.595168,128,14,,True,Zn,[OH2][Zn],1,O=C1CNCCN1
qmof-5991f0e,OGOWUD_FSR,bandgap_5.5_to_6.0eV,1.29713,2.72308,1.888207367,987.6400803,86,4,hcb,True,Cd,[OH2][Cd]([OH2])[OH2],1,O=[PH](Oc1ccccc1)Oc1ccccc1
qmof-2b46da3,NEWCUP_FSR,bandgap_5.5_to_6.0eV,0.79128,2.24348,1.81930492,1608.978979,148,14,sql,True,Cd,[OH2][Cd],1,c1ncn(CCCn2cncn2)n1
qmof-cf1e4d0,NEWQEN01_FSR,bandgap_5.5_to_6.0eV,1.13654,2.31989,1.968653288,573.5648317,48,2,,True,Ca,[Ca],1,C1CCNCC1
